Time,Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6
855819.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855823.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855827.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855831.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855835.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855839.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855843.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855847.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855851.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855855.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855859.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855863.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855867.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855871.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855875.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855879.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855883.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855887.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855891.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855895.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855899.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855903.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855907.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855911.0,-6.478980541229248,-14.031689643859863,11.459030151367188,32.17593002319336,86.11853790283203,-79.14385986328125
855915.0,-6.478980541229248,-14.031691551208496,11.459031105041504,32.17593002319336,86.11853790283203,-79.14385986328125
855919.0,-6.47898006439209,-14.031691551208496,11.459031105041504,32.17593002319336,86.11853790283203,-79.14385986328125
855923.0,-6.47898006439209,-14.031691551208496,11.459031105041504,32.17593002319336,86.11853790283203,-79.14385986328125
855927.0,-6.47898006439209,-14.031691551208496,11.459031105041504,32.17593002319336,86.11853790283203,-79.14385986328125
855931.0,-6.47898006439209,-14.031691551208496,11.459031105041504,32.17593002319336,86.11853790283203,-79.14385986328125
855935.0,-6.47898006439209,-14.031691551208496,11.459031105041504,32.17593002319336,86.11853790283203,-79.14385986328125
855939.0,-6.47898006439209,-14.031691551208496,11.459031105041504,32.17593002319336,86.11853790283203,-79.14385986328125
855943.0,-6.47898006439209,-14.031691551208496,11.459031105041504,32.17593002319336,86.11853790283203,-79.14385986328125
855947.0,-6.47898006439209,-14.031692504882812,11.459031105041504,32.17593002319336,86.11853790283203,-79.14385986328125
855951.0,-6.478979587554932,-14.031692504882812,11.459031105041504,32.17593002319336,86.11853790283203,-79.14385986328125
855955.0,-6.478978633880615,-14.031689643859863,11.45903205871582,32.17593002319336,86.11853790283203,-79.14385986328125
855959.0,-6.478975296020508,-14.031686782836914,11.459036827087402,32.17593002319336,86.11853790283203,-79.14385986328125
855963.0,-6.478961944580078,-14.0316743850708,11.45904541015625,32.17593002319336,86.11853790283203,-79.14385986328125
855967.0,-6.478930473327637,-14.031647682189941,11.459068298339844,32.175926208496094,86.11854553222656,-79.14385986328125
855971.0,-6.478868007659912,-14.031599044799805,11.459114074707031,32.17591857910156,86.11854553222656,-79.14385986328125
855975.0,-6.478759765625,-14.031518936157227,11.459196090698242,32.175907135009766,86.11854553222656,-79.14385986328125
855979.0,-6.4785895347595215,-14.031400680541992,11.459332466125488,32.17588424682617,86.1185531616211,-79.14385986328125
855983.0,-6.478342533111572,-14.031243324279785,11.459543228149414,32.17584228515625,86.1185531616211,-79.14386749267578
855987.0,-6.478006839752197,-14.031050682067871,11.459851264953613,32.17577362060547,86.11854553222656,-79.14386749267578
855991.0,-6.477575778961182,-14.03083610534668,11.460286140441895,32.17566680908203,86.11849212646484,-79.14387512207031
855995.0,-6.477043628692627,-14.030619621276855,11.460883140563965,32.17549514770508,86.118408203125,-79.14388275146484
855999.0,-6.476403713226318,-14.03042221069336,11.461684226989746,32.17523956298828,86.11823272705078,-79.14391326904297
856003.0,-6.475646495819092,-14.03026008605957,11.462738990783691,32.17485809326172,86.11793518066406,-79.14393615722656
856007.0,-6.474755764007568,-14.0301513671875,11.464109420776367,32.17432403564453,86.11746978759766,-79.14398193359375
856011.0,-6.473711013793945,-14.030104637145996,11.465868949890137,32.173587799072266,86.11679077148438,-79.14404296875
