Time,X_Position,Y_Position,Z_Position,Q1_Orientation,Q2_Orientation,Q3_Orientation,Q4_Orientation
2084612.0,450.0000305175781,2.4183973437175155e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084616.0,450.0000305175781,2.4183973437175155e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084620.0,450.0000305175781,2.4183973437175155e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084624.0,450.0000305175781,2.4183973437175155e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084628.0,450.0000305175781,2.4183973437175155e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084632.0,450.0000305175781,2.4183973437175155e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084636.0,450.0000305175781,2.4183973437175155e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084640.0,450.0000305175781,2.4183973437175155e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084644.0,450.0000305175781,2.4183973437175155e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084648.0,450.0000305175781,2.4183973437175155e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084652.0,450.0000305175781,2.4183973437175155e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084656.0,450.0000305175781,2.4183973437175155e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084660.0,450.0000305175781,2.4183973437175155e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084664.0,450.0000305175781,2.4183973437175155e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084668.0,450.0000305175781,2.4183973437175155e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084672.0,450.0000305175781,2.3553343453386333e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084676.0,450.0000305175781,2.3553343453386333e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084680.0,450.0000305175781,2.292271346959751e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084684.0,450.0000305175781,2.292271346959751e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084688.0,450.0000305175781,2.229208348580869e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084692.0,450.0000305175781,2.166145577575662e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084696.0,450.0000305175781,2.1030823518231045e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084700.0,450.0000305175781,2.040019580817898e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084704.0,450.0000305175781,1.8508305856812513e-06,750.0000610351562,0.22798915207386017,-0.5658143758773804,0.7746915817260742,0.16651730239391327
2084708.0,450.0000305175781,7.673472282476723e-06,750.0000610351562,0.22798913717269897,-0.5658143758773804,0.7746915817260742,0.16651731729507446
2084712.0,450.00006103515625,2.857040635717567e-05,750.0,0.2279890924692154,-0.5658143758773804,0.7746915817260742,0.16651734709739685
2084716.0,450.0001220703125,7.671780622331426e-05,749.9998779296875,0.22798900306224823,-0.5658143758773804,0.7746915817260742,0.166517436504364
2084720.0,450.0002136230469,0.00018048910715151578,749.9996337890625,0.2279888242483139,-0.5658144354820251,0.7746915817260742,0.16651755571365356
2084724.0,450.00042724609375,0.0003834563249256462,749.999267578125,0.22798848152160645,-0.5658145546913147,0.7746915221214294,0.16651783883571625
2084728.0,450.0007629394531,0.000736917951144278,749.99853515625,0.2279878556728363,-0.565814733505249,0.7746914625167847,0.16651830077171326
2084732.0,450.0012512207031,0.001291655469685793,749.997314453125,0.22798682749271393,-0.5658150911331177,0.7746913433074951,0.16651897132396698
2084736.0,450.00189208984375,0.0021152629051357508,749.9954833984375,0.22798529267311096,-0.5658155679702759,0.7746912837028503,0.16651993989944458
2084740.0,450.00274658203125,0.0032592571806162596,749.9926147460938,0.22798296809196472,-0.5658162236213684,0.7746911644935608,0.16652116179466248
2084744.0,450.00390625,0.004800815135240555,749.988525390625,0.22797976434230804,-0.5658170580863953,0.7746912240982056,0.16652260720729828
2084748.0,450.0052185058594,0.006810337770730257,749.982666015625,0.22797530889511108,-0.5658183097839355,0.7746912837028503,0.1665242612361908
2084752.0,450.0068664550781,0.009359867312014103,749.9746704101562,0.2279694527387619,-0.5658197402954102,0.7746915817260742,0.1665259152650833
2084756.0,450.0088195800781,0.01255818922072649,749.9639282226562,0.22796183824539185,-0.5658215284347534,0.774692177772522,0.16652753949165344
2084760.0,450.010986328125,0.01648157648742199,749.9500122070312,0.22795212268829346,-0.5658237934112549,0.7746931314468384,0.16652876138687134
2084764.0,450.01348876953125,0.021239327266812325,749.93212890625,0.22793999314308167,-0.5658265352249146,0.774694561958313,0.16652947664260864
